row	column	cell_passage	conc_first_treatment_nm	coumpound_ID	compound_first_treatment	conc_second_treatment	cell_type	compound_second_treatment	well_removal	batch_reagent_first_treatment	batch_reagent_second_treatment	compound_pre_treatment	conc_pre_treatment	cell_number	comments_assay	well	batch_reagent_first_treatment_in_aggregate	batch_reagent_second_treatment_in_aggregate	treatment_annotation
A	1	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	NA	Buffer	NA	CellsX	Buffer	NA	NA	NA	NA	NA	40000		A1	Buffer	Buffer	Buffer + Buffer
A	2	Mixt20230321f20220519NCWBt20230322f20211219FC	8	NA	XXXX-YYYYY-1P02_Pur-2021Dec	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		A2	Pur-2021Dec	Pur-2021May	XXXX-YYYYY-1P02_Pur-2021Dec + XXXX-WT-fixed_Pur-2021May
A	3	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	NA	Buffer	NA	CellsX	Buffer	NA	NA	NA	NA	NA	40000		A3	Buffer	Buffer	Buffer + Buffer
A	4	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-YYYYY-1P02_Pur-2021Dec	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		A4	Pur-2021Dec	Pur-2021May	XXXX-YYYYY-1P02_Pur-2021Dec + XXXX-WT-fixed_Pur-2021May
A	5	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	NA	Buffer	NA	CellsX	Buffer	NA	NA	NA	NA	NA	40000		A5	Buffer	Buffer	Buffer + Buffer
A	6	Mixt20230321f20220519NCWBt20230322f20211219FC	2	NA	XXXX-YYYYY-1P02_Pur-2021Dec	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		A6	Pur-2021Dec	Pur-2021May	XXXX-YYYYY-1P02_Pur-2021Dec + XXXX-WT-fixed_Pur-2021May
A	7	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	NA	Buffer	NA	CellsX	Buffer	NA	NA	NA	NA	NA	40000		A7	Buffer	Buffer	Buffer + Buffer
A	8	Mixt20230321f20220519NCWBt20230322f20211219FC	1	NA	XXXX-YYYYY-1P02_Pur-2021Dec	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		A8	Pur-2021Dec	Pur-2021May	XXXX-YYYYY-1P02_Pur-2021Dec + XXXX-WT-fixed_Pur-2021May
A	9	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	NA	Buffer	NA	CellsX	Buffer	NA	NA	NA	NA	NA	40000		A9	Buffer	Buffer	Buffer + Buffer
A	10	Mixt20230321f20220519NCWBt20230322f20211219FC	0.5	NA	XXXX-YYYYY-1P02_Pur-2021Dec	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		A10	Pur-2021Dec	Pur-2021May	XXXX-YYYYY-1P02_Pur-2021Dec + XXXX-WT-fixed_Pur-2021May
A	11	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	NA	Buffer	NA	CellsX	Buffer	NA	NA	NA	NA	NA	40000		A11	Buffer	Buffer	Buffer + Buffer
A	12	Mixt20230321f20220519NCWBt20230322f20211219FC	0.25	NA	XXXX-YYYYY-1P02_Pur-2021Dec	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		A12	Pur-2021Dec	Pur-2021May	XXXX-YYYYY-1P02_Pur-2021Dec + XXXX-WT-fixed_Pur-2021May
A	13	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	NA	Buffer	NA	CellsX	Buffer	NA	NA	NA	NA	NA	40000		A13	Buffer	Buffer	Buffer + Buffer
A	14	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-YYYYY-1P02_Pur-2021Dec	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		A14	Pur-2021Dec	Pur-2021May	XXXX-YYYYY-1P02_Pur-2021Dec + XXXX-WT-fixed_Pur-2021May
A	15	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	NA	Buffer	NA	CellsX	Buffer	NA	NA	NA	NA	NA	40000		A15	Buffer	Buffer	Buffer + Buffer
A	16	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-YYYYY-1P02_Pur-2021Dec	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		A16	Pur-2021Dec	Pur-2021May	XXXX-YYYYY-1P02_Pur-2021Dec + XXXX-WT-fixed_Pur-2021May
A	17	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	NA	Buffer	NA	CellsX	Buffer	NA	NA	NA	NA	NA	40000		A17	Buffer	Buffer	Buffer + Buffer
A	18	Mixt20230321f20220519NCWBt20230322f20211219FC	0.03125	NA	XXXX-YYYYY-1P02_Pur-2021Dec	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		A18	Pur-2021Dec	Pur-2021May	XXXX-YYYYY-1P02_Pur-2021Dec + XXXX-WT-fixed_Pur-2021May
A	19	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	NA	Buffer	NA	CellsX	Buffer	NA	NA	NA	NA	NA	40000		A19	Buffer	Buffer	Buffer + Buffer
A	20	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	NA	Buffer	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	NA	NA	NA	NA	40000		A20	Buffer	Pur-2021May	Buffer + XXXX-WT-fixed_Pur-2021May
A	21	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	NA	Buffer	NA	CellsX	Buffer	NA	NA	NA	NA	NA	40000		A21	Buffer	Buffer	Buffer + Buffer
A	22	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	NA	Buffer	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	NA	NA	NA	NA	40000		A22	Buffer	Pur-2021May	Buffer + XXXX-WT-fixed_Pur-2021May
A	23	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	NA	Buffer	NA	CellsX	Buffer	NA	NA	NA	NA	NA	40000		A23	Buffer	Buffer	Buffer + Buffer
A	24	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	NA	Buffer	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	NA	NA	NA	NA	40000		A24	Buffer	Pur-2021May	Buffer + XXXX-WT-fixed_Pur-2021May
B	1	Mixt20230321f20220519NCWBt20230322f20211219FC	0.5	NA	XXXX-Nle-L5-13_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		B1	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-13_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
B	2	Mixt20230321f20220519NCWBt20230322f20211219FC	8	NA	XXXX-YYYYY-1P02_Pur-2021Dec	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		B2	Pur-2021Dec	Pur-2021May	XXXX-YYYYY-1P02_Pur-2021Dec + XXXX-WT-fixed_Pur-2021May
B	3	Mixt20230321f20220519NCWBt20230322f20211219FC	0.5	NA	XXXX-Nle-L5-14_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		B3	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-14_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
B	4	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-YYYYY-1P02_Pur-2021Dec	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		B4	Pur-2021Dec	Pur-2021May	XXXX-YYYYY-1P02_Pur-2021Dec + XXXX-WT-fixed_Pur-2021May
B	5	Mixt20230321f20220519NCWBt20230322f20211219FC	0.5	NA	XXXX-Nle-L5-15_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		B5	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
B	6	Mixt20230321f20220519NCWBt20230322f20211219FC	2	NA	XXXX-YYYYY-1P02_Pur-2021Dec	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		B6	Pur-2021Dec	Pur-2021May	XXXX-YYYYY-1P02_Pur-2021Dec + XXXX-WT-fixed_Pur-2021May
B	7	Mixt20230321f20220519NCWBt20230322f20211219FC	0.5	NA	XXXX-Nle-L5-16_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		B7	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-16_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
B	8	Mixt20230321f20220519NCWBt20230322f20211219FC	1	NA	XXXX-YYYYY-1P02_Pur-2021Dec	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		B8	Pur-2021Dec	Pur-2021May	XXXX-YYYYY-1P02_Pur-2021Dec + XXXX-WT-fixed_Pur-2021May
B	9	Mixt20230321f20220519NCWBt20230322f20211219FC	0.5	NA	XXXX-Nle-L5-17_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		B9	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
B	10	Mixt20230321f20220519NCWBt20230322f20211219FC	0.5	NA	XXXX-YYYYY-1P02_Pur-2021Dec	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		B10	Pur-2021Dec	Pur-2021May	XXXX-YYYYY-1P02_Pur-2021Dec + XXXX-WT-fixed_Pur-2021May
B	11	Mixt20230321f20220519NCWBt20230322f20211219FC	0.5	NA	XXXX-Nle-L5-18_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		B11	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-18_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
B	12	Mixt20230321f20220519NCWBt20230322f20211219FC	0.25	NA	XXXX-YYYYY-1P02_Pur-2021Dec	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		B12	Pur-2021Dec	Pur-2021May	XXXX-YYYYY-1P02_Pur-2021Dec + XXXX-WT-fixed_Pur-2021May
B	13	Mixt20230321f20220519NCWBt20230322f20211219FC	0.5	NA	XXXX-Nle-L5-19_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		B13	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-19_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
B	14	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-YYYYY-1P02_Pur-2021Dec	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		B14	Pur-2021Dec	Pur-2021May	XXXX-YYYYY-1P02_Pur-2021Dec + XXXX-WT-fixed_Pur-2021May
B	15	Mixt20230321f20220519NCWBt20230322f20211219FC	0.5	NA	XXXX-Nle-L5-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		B15	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
B	16	Mixt20230321f20220519NCWBt20230322f20211219FC	0.0625	NA	XXXX-YYYYY-1P02_Pur-2021Dec	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		B16	Pur-2021Dec	Pur-2021May	XXXX-YYYYY-1P02_Pur-2021Dec + XXXX-WT-fixed_Pur-2021May
B	17	Mixt20230321f20220519NCWBt20230322f20211219FC	0.5	NA	XXXX-Nle-L5-21_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		B17	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-21_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
B	18	Mixt20230321f20220519NCWBt20230322f20211219FC	0.03125	NA	XXXX-YYYYY-1P02_Pur-2021Dec	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		B18	Pur-2021Dec	Pur-2021May	XXXX-YYYYY-1P02_Pur-2021Dec + XXXX-WT-fixed_Pur-2021May
B	19	Mixt20230321f20220519NCWBt20230322f20211219FC	0.5	NA	XXXX-Nle-L5-22_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		B19	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-22_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
B	20	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	NA	Buffer	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	NA	NA	NA	NA	40000		B20	Buffer	Pur-2021May	Buffer + XXXX-WT-fixed_Pur-2021May
B	21	Mixt20230321f20220519NCWBt20230322f20211219FC	0.5	NA	XXXX-Nle-L5-23_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		B21	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-23_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
B	22	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	NA	Buffer	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	NA	NA	NA	NA	40000		B22	Buffer	Pur-2021May	Buffer + XXXX-WT-fixed_Pur-2021May
B	23	Mixt20230321f20220519NCWBt20230322f20211219FC	0.5	NA	XXXX-Nle-L5-24_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		B23	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-24_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
B	24	Mixt20230321f20220519NCWBt20230322f20211219FC	NA	NA	Buffer	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	NA	NA	NA	NA	40000		B24	Buffer	Pur-2021May	Buffer + XXXX-WT-fixed_Pur-2021May
C	1	Mixt20230321f20220519NCWBt20230322f20211219FC	1	NA	XXXX-Nle-L5-13_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		C1	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-13_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
C	2	Mixt20230321f20220519NCWBt20230322f20211219FC	0.03125	NA	XXXX-Nle-L5-13_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		C2	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-13_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
C	3	Mixt20230321f20220519NCWBt20230322f20211219FC	1	NA	XXXX-Nle-L5-14_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		C3	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-14_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
C	4	Mixt20230321f20220519NCWBt20230322f20211219FC	0.03125	NA	XXXX-Nle-L5-14_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		C4	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-14_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
C	5	Mixt20230321f20220519NCWBt20230322f20211219FC	1	NA	XXXX-Nle-L5-15_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		C5	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
C	6	Mixt20230321f20220519NCWBt20230322f20211219FC	0.03125	NA	XXXX-Nle-L5-15_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		C6	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-15_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
C	7	Mixt20230321f20220519NCWBt20230322f20211219FC	1	NA	XXXX-Nle-L5-16_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		C7	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-16_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
C	8	Mixt20230321f20220519NCWBt20230322f20211219FC	0.03125	NA	XXXX-Nle-L5-16_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		C8	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-16_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
C	9	Mixt20230321f20220519NCWBt20230322f20211219FC	1	NA	XXXX-Nle-L5-17_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		C9	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
C	10	Mixt20230321f20220519NCWBt20230322f20211219FC	0.03125	NA	XXXX-Nle-L5-17_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		C10	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-17_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
C	11	Mixt20230321f20220519NCWBt20230322f20211219FC	1	NA	XXXX-Nle-L5-18_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		C11	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-18_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
C	12	Mixt20230321f20220519NCWBt20230322f20211219FC	0.03125	NA	XXXX-Nle-L5-18_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		C12	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-18_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
C	13	Mixt20230321f20220519NCWBt20230322f20211219FC	1	NA	XXXX-Nle-L5-19_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		C13	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-19_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
C	14	Mixt20230321f20220519NCWBt20230322f20211219FC	0.03125	NA	XXXX-Nle-L5-19_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		C14	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-19_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
C	15	Mixt20230321f20220519NCWBt20230322f20211219FC	1	NA	XXXX-Nle-L5-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		C15	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
C	16	Mixt20230321f20220519NCWBt20230322f20211219FC	0.03125	NA	XXXX-Nle-L5-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		C16	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
C	17	Mixt20230321f20220519NCWBt20230322f20211219FC	1	NA	XXXX-Nle-L5-21_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		C17	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-21_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
C	18	Mixt20230321f20220519NCWBt20230322f20211219FC	0.03125	NA	XXXX-Nle-L5-21_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		C18	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-21_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
C	19	Mixt20230321f20220519NCWBt20230322f20211219FC	1	NA	XXXX-Nle-L5-22_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		C19	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-22_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
C	20	Mixt20230321f20220519NCWBt20230322f20211219FC	0.03125	NA	XXXX-Nle-L5-22_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		C20	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-22_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
C	21	Mixt20230321f20220519NCWBt20230322f20211219FC	1	NA	XXXX-Nle-L5-23_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		C21	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-23_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
C	22	Mixt20230321f20220519NCWBt20230322f20211219FC	0.03125	NA	XXXX-Nle-L5-23_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		C22	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-23_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
C	23	Mixt20230321f20220519NCWBt20230322f20211219FC	1	NA	XXXX-Nle-L5-24_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		C23	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-24_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
C	24	Mixt20230321f20220519NCWBt20230322f20211219FC	0.03125	NA	XXXX-Nle-L5-24_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	NA	all banks	all banks	NA	NA	40000		C24	Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-24_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May
